Officer Disciplined?,Years of SPD Service,Subject Race,Subject Gender,Subject Age,Fatal,Disposition
No,4,Black or African American,Male,19,Yes,Within Policy
No,27,Black or African American,Male,19,Yes,Within Policy
No,1,Black or African American,Male,19,Yes,Within Policy
No,3,Black or African American,Male,19,Yes,Within Policy
No,4,Black or African American,Male,19,Yes,Within Policy
No,27,Black or African American,Male,19,Yes,Within Policy
No,1,Black or African American,Male,19,Yes,Within Policy
No,3,Black or African American,Male,19,Yes,Within Policy
No,4,Black or African American,Male,19,Yes,Within Policy
No,27,Black or African American,Male,19,Yes,Within Policy
No,1,Black or African American,Male,19,Yes,Within Policy
No,3,Black or African American,Male,19,Yes,Within Policy
No,4,Black or African American,Male,19,Yes,Within Policy
No,27,Black or African American,Male,19,Yes,Within Policy
No,1,Black or African American,Male,19,Yes,Within Policy
No,3,Black or African American,Male,19,Yes,Within Policy
No,4,Black or African American,Male,19,Yes,Within Policy
No,27,Black or African American,Male,19,Yes,Within Policy
No,1,Black or African American,Male,19,Yes,Within Policy
No,3,Black or African American,Male,19,Yes,Within Policy
No,4,Black or African American,Male,19,Yes,Within Policy
No,27,Black or African American,Male,19,Yes,Within Policy
No,1,Black or African American,Male,19,Yes,Within Policy
No,6,White,Male,42,Yes,Within Policy
No,13,White,Male,42,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,19,Asian,Male,44,Yes,Within Policy
No,3,Black or African American,Male,25,No,Within Policy
No,15,White,Male,24,No,Within Policy
No,6,White,Male,37,Yes,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,10,White,Male,37,No,Justified
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,7,White,Male,56,No,Within Policy
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,6,White,Male,37,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,7,Black or African American,Male,46,Yes,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,6,Black or African American,Male,31,No,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
No,13,White,Male,35,Yes,Within Policy
No,8,White,Male,35,Yes,Within Policy
No,10,White,Male,35,Yes,Within Policy
No,1,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,21,White,Male,35,Yes,Within Policy
No,7,White,Male,35,Yes,Within Policy
No,6,White,Male,35,Yes,Within Policy
